Experiment,Cell,Cell_number,Treatment,X,Y,Time,Centrosome_Velocity
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,10,after_dmso,37.555,93.119,39,0.477501018
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,10,after_dmso,38.029,92.408,42,0.284838551
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,10,after_dmso,37.082,93.119,45,0.394733384
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,10,after_dmso,38.503,91.578,48,0.698722803
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,10,after_dmso,37.082,92.526,51,0.569399781
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,10,after_dmso,37.082,92.052,54,0.158
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,10,after_dmso,38.266,91.341,57,0.460359401
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,10,after_dmso,38.859,91.341,60,0.197666667
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,11,before_dmso,94.777,64.922,-72,
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,11,before_dmso,98.252,63.106,-69,1.306967695
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,11,before_dmso,100.622,61.289,-66,0.99545573
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,11,before_dmso,101.175,59.473,-63,0.632777388
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,11,before_dmso,103.544,61.131,-60,0.963853666
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,11,before_dmso,105.124,66.897,-57,1.992852673
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,11,before_dmso,102.122,76.217,-54,3.263849193
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,11,before_dmso,99.121,81.271,-51,1.95927756
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,11,before_dmso,96.041,84.51,-48,1.489874007
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,11,before_dmso,92.803,88.775,-45,1.784964021
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,11,before_dmso,95.172,91.618,-42,1.233549981
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,11,before_dmso,96.199,93.355,-39,0.672631482
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,11,before_dmso,98.015,94.461,-36,0.708761988
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,11,before_dmso,99.279,95.488,-33,0.542875574
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,11,before_dmso,101.727,96.199,-30,0.849720542
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,11,before_dmso,101.885,96.91,-27,0.242781337
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,11,before_dmso,103.465,95.962,-24,0.6141936
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,11,before_dmso,105.045,94.619,-21,0.69121865
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,11,before_dmso,105.203,92.566,-18,0.686356969
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,11,before_dmso,104.808,87.827,-15,1.585144438
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,11,before_dmso,102.912,85.536,-12,0.991267259
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,11,before_dmso,102.517,83.246,-9,0.774605634
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,11,before_dmso,101.57,81.192,-6,0.753932284
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,11,before_dmso,101.806,76.769,-3,1.476430568
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,11,after_dmso,98.173,65.791,3,
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,11,after_dmso,96.436,65.949,6,0.581390383
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,11,after_dmso,93.277,64.843,9,1.115672045
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,11,after_dmso,93.119,65.791,12,0.320358827
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,11,after_dmso,94.382,65.87,15,0.421822764
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,11,after_dmso,94.461,65.633,18,0.083273312
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,11,after_dmso,95.488,66.818,21,0.522701742
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,11,after_dmso,95.646,68.95,24,0.712615527
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,11,after_dmso,95.251,70.925,27,0.671370903
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,11,after_dmso,95.488,72.662,30,0.584364612
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,11,after_dmso,97.857,73.373,33,0.824464944
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,11,after_dmso,99.279,75.032,36,0.728344012
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,11,after_dmso,98.331,75.111,39,0.317095324
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,11,after_dmso,96.989,76.375,42,0.614515166
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,11,after_dmso,97.305,77.638,45,0.433977086
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,11,after_dmso,96.357,78.665,48,0.465884225
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,11,after_dmso,95.093,81.666,51,1.085443944
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,11,after_dmso,99.279,85.22,54,1.830407119
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,11,after_dmso,101.727,86.089,57,0.865888433
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-2,11,after_dmso,102.201,84.905,60,0.425118546
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-4,12,before_dmso,61.605,66.581,-72,
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-4,12,before_dmso,59.117,67.173,-69,0.85248708
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-4,12,before_dmso,55.682,68.713,-66,1.254805208
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-4,12,before_dmso,55.919,68.003,-63,0.24950373
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-4,12,before_dmso,55.445,67.884,-60,0.162903175
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-4,12,before_dmso,56.274,68.24,-57,0.30073558
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-4,12,before_dmso,57.103,67.884,-54,0.30073558
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-4,12,before_dmso,58.999,66.699,-51,0.745284509
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-4,12,before_dmso,62.316,66.699,-48,1.105666667
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-4,12,before_dmso,64.093,66.936,-45,0.597578261
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-4,12,before_dmso,66.344,67.884,-42,0.814159758
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-4,12,before_dmso,66.462,68.713,-39,0.279118653
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-4,12,before_dmso,67.41,70.254,-36,0.603083282
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-4,12,before_dmso,64.093,70.372,-33,1.106366074
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-4,12,before_dmso,61.605,70.964,-30,0.85248708
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-4,12,before_dmso,61.961,67.884,-27,1.033501922
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-4,12,before_dmso,61.961,66.818,-24,0.355333333
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-4,12,before_dmso,59.473,70.491,-21,1.478778512
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-4,12,before_dmso,60.183,69.306,-18,0.46047379
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-4,12,before_dmso,63.856,63.145,-15,2.390928458
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-4,12,before_dmso,64.567,58.406,-12,1.59734648
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-4,12,before_dmso,66.699,56.274,-9,1.005034438
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-4,12,before_dmso,69.424,53.549,-6,1.284577319
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-4,12,before_dmso,74.519,53.194,-3,1.702450848
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-4,12,after_dmso,77.954,56.866,3,
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-4,12,after_dmso,78.665,60.065,6,1.092353321
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-4,12,after_dmso,79.02,62.198,9,0.720779979
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-4,12,after_dmso,76.296,62.908,12,0.938336353
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-4,12,after_dmso,76.177,60.065,15,0.948496471
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-4,12,after_dmso,70.135,53.905,18,2.876173461
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-4,12,after_dmso,61.131,50.706,21,3.185132424
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-4,12,after_dmso,55.208,56.155,24,2.682733473
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-4,12,after_dmso,52.246,61.724,27,2.102569988
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-4,12,after_dmso,50.35,63.501,30,0.86618865
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-4,12,after_dmso,47.033,66.581,33,1.508821799
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-4,12,after_dmso,44.782,69.187,36,1.147859699
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-4,12,after_dmso,44.782,72.268,39,1.027
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-4,12,after_dmso,44.071,74.637,42,0.824464944
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-4,12,after_dmso,44.19,76.888,45,0.751381099
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-4,12,after_dmso,43.834,77.836,48,0.337546705
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-4,12,after_dmso,45.138,79.376,51,0.672641228
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-4,12,after_dmso,47.389,80.798,54,0.887511189
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-4,12,after_dmso,54.023,80.442,57,2.214515046
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-4,12,after_dmso,63.619,76.177,60,3.50037206
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-5,13,before_dmso,79.257,95.606,-72,
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-5,13,before_dmso,77.362,89.091,-69,2.261667281
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-5,13,before_dmso,74.637,83.167,-66,2.173563408
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-5,13,before_dmso,73.334,76.651,-63,2.215001003
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-5,13,before_dmso,74.637,70.491,-60,2.098767072
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-5,13,before_dmso,72.978,65.989,-57,1.599315305
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-5,13,before_dmso,67.529,66.344,-54,1.820183935
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-5,13,before_dmso,62.908,69.306,-51,1.829604845
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-5,13,before_dmso,61.605,72.86,-48,1.261776746
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-5,13,before_dmso,61.368,76.177,-45,1.108485353
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-5,13,before_dmso,62.198,76.414,-42,0.287724598
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-5,13,before_dmso,63.264,75.703,-39,0.427119161
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-5,13,before_dmso,65.159,74.874,-36,0.689465655
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-5,13,before_dmso,65.278,74.4,-33,0.162903175
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-5,13,before_dmso,64.804,74.637,-30,0.17664937
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-5,13,before_dmso,65.396,75.111,-27,0.252793284
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-5,13,before_dmso,66.581,74.755,-24,0.412440029
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-5,13,before_dmso,67.884,72.978,-21,0.734509511
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-5,13,before_dmso,70.135,71.083,-18,0.98081746
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-5,13,before_dmso,69.306,71.201,-15,0.279118653
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-5,13,before_dmso,69.306,71.083,-12,0.039333333
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-5,13,before_dmso,70.609,72.149,-9,0.561165949
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-5,13,before_dmso,71.083,73.926,-6,0.613043863
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-5,13,before_dmso,72.031,75.822,-3,0.706597481
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-5,13,after_dmso,69.187,81.034,3,
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-5,13,after_dmso,72.505,86.247,6,2.059786747
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-5,13,after_dmso,73.452,88.301,9,0.753932284
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-5,13,after_dmso,74.716,91.302,12,1.085443944
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-5,13,after_dmso,76.927,96.199,15,1.791000031
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-5,13,after_dmso,79.613,100.306,18,1.635782008
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-5,13,after_dmso,80.403,102.359,21,0.733250677
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-5,13,after_dmso,83.246,103.939,24,1.084181668
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-5,13,after_dmso,84.352,104.097,27,0.372409571
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-5,13,after_dmso,84.51,104.097,30,0.052666667
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-5,13,after_dmso,82.456,98.726,33,1.916784257
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-5,13,after_dmso,74.874,96.515,36,2.632600003
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-5,13,after_dmso,72.662,92.092,39,1.64842932
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-5,13,after_dmso,72.031,87.985,42,1.385063577
2015.01.21_hela_gfp-lgn_rfp-tub_irfp-act_rap1_stlc_dmso_noc_latb_noc-latb_vox-60x,point-5,13,after_dmso,71.715,85.299,45,0.901508119
