Experiment,Cell,Cell_Number,Treatment,Hours_Treatment,Time_Resolution,Frame,Time,X_pole,Y_pole,Pole_velocity
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-2day-6,23,lgn_rnai,48,3.5,11,35,200.805,107.392,0.940881784
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-2day-6,23,lgn_rnai,48,3.5,12,38.5,198.503,107.721,0.664397533
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-2day-6,23,lgn_rnai,48,3.5,13,42,195.378,106.899,0.923228983
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-2day-6,23,lgn_rnai,48,3.5,14,45.5,189.128,105.583,1.824870272
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-2day-6,23,lgn_rnai,48,3.5,15,49,182.714,100.978,2.255974761
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-2day-6,23,lgn_rnai,48,3.5,16,52.5,176.794,95.551,2.294602878
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-2day-6,23,lgn_rnai,48,3.5,17,56,174.656,90.946,1.450603506
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-2day-6,23,lgn_rnai,48,3.5,18,59.5,171.202,89.466,1.07363643
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-2day-6,23,lgn_rnai,48,3.5,19,63,167.913,90.617,0.995595279
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-2day-6,23,lgn_rnai,48,3.5,20,66.5,165.94,88.15,0.90255049
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-2day-9,24,lgn_rnai,48,3.5,1,0,64.633,37.332,
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-2day-9,24,lgn_rnai,48,3.5,2,3.5,64.633,36.346,0.281714286
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-2day-9,24,lgn_rnai,48,3.5,3,7,63.975,37.497,0.378802086
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-2day-9,24,lgn_rnai,48,3.5,4,10.5,63.81,38.319,0.23954191
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-2day-9,24,lgn_rnai,48,3.5,5,14,63.81,39.306,0.282
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-2day-9,24,lgn_rnai,48,3.5,6,17.5,64.797,39.635,0.2972541
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-2day-9,24,lgn_rnai,48,3.5,7,21,63.975,39.964,0.252970112
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-2day-9,24,lgn_rnai,48,3.5,8,24.5,62.495,41.444,0.598010306
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-2day-9,24,lgn_rnai,48,3.5,9,28,64.633,42.102,0.639132575
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-2day-9,24,lgn_rnai,48,3.5,10,31.5,64.304,41.937,0.10515916
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-2day-9,24,lgn_rnai,48,3.5,11,35,64.304,41.937,0
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-2day-9,24,lgn_rnai,48,3.5,12,38.5,64.139,36.839,1.457334133
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-2day-9,24,lgn_rnai,48,3.5,13,42,65.784,36.181,0.506205492
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-2day-9,24,lgn_rnai,48,3.5,14,45.5,64.139,37.168,0.548109478
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-2day-9,24,lgn_rnai,48,3.5,15,49,65.126,37.168,0.282
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-2day-9,24,lgn_rnai,48,3.5,16,52.5,64.961,37.497,0.10515916
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-2day-9,24,lgn_rnai,48,3.5,17,56,64.961,38.977,0.422857143
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-2day-9,24,lgn_rnai,48,3.5,18,59.5,62.988,40.128,0.652626092
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-2day-9,24,lgn_rnai,48,3.5,19,63,64.139,41.115,0.433210134
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-2day-9,24,lgn_rnai,48,3.5,20,66.5,63.646,40.293,0.273858745
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-2day-14,25,lgn_rnai,48,3.5,81,0,111.997,69.073,
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-2day-14,25,lgn_rnai,48,3.5,82,3.5,111.504,68.251,0.273858745
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-2day-14,25,lgn_rnai,48,3.5,83,7,110.517,66.277,0.63057117
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-2day-14,25,lgn_rnai,48,3.5,84,10.5,110.517,65.784,0.140857143
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-2day-14,25,lgn_rnai,48,3.5,85,14,110.352,63.81,0.565966827
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-2day-14,25,lgn_rnai,48,3.5,86,17.5,108.214,61.179,0.968617993
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-2day-14,25,lgn_rnai,48,3.5,87,21,106.241,58.876,0.866451266
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-2day-14,25,lgn_rnai,48,3.5,88,24.5,103.774,56.739,0.932534751
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-2day-14,25,lgn_rnai,48,3.5,89,28,103.116,54.601,0.639132575
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-2day-14,25,lgn_rnai,48,3.5,90,31.5,103.116,54.436,0.047142857
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-2day-14,25,lgn_rnai,48,3.5,91,35,104.267,53.449,0.433210134
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-2day-14,25,lgn_rnai,48,3.5,92,38.5,103.445,54.272,0.332340249
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-2day-14,25,lgn_rnai,48,3.5,93,42,104.103,54.272,0.188
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-2day-14,25,lgn_rnai,48,3.5,94,45.5,104.596,54.436,0.148446376
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-2day-14,25,lgn_rnai,48,3.5,95,49,105.583,55.587,0.433210134
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-2day-14,25,lgn_rnai,48,3.5,96,52.5,105.583,57.067,0.422857143
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-2day-14,25,lgn_rnai,48,3.5,97,56,107.228,57.396,0.479307834
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-2day-14,25,lgn_rnai,48,3.5,98,59.5,108.214,58.876,0.508105404
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-2day-14,25,lgn_rnai,48,3.5,99,63,110.023,59.534,0.549986642
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-2day-14,25,lgn_rnai,48,3.5,100,66.5,109.366,60.85,0.420253082
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-2,26,lgn_rnai,72,3,1,0,88.808,133.541,
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-2,26,lgn_rnai,72,3,2,3,88.15,133.103,0.263482658
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-2,26,lgn_rnai,72,3,3,6,89.247,133.103,0.365666667
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-2,26,lgn_rnai,72,3,4,9,89.685,133.98,0.326764101
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-2,26,lgn_rnai,72,3,5,12,89.685,133.541,0.146333333
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-2,26,lgn_rnai,72,3,6,15,88.37,133.541,0.438333333
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-2,26,lgn_rnai,72,3,7,18,90.124,133.322,0.58920634
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-2,26,lgn_rnai,72,3,8,21,89.466,133.322,0.219333333
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-2,26,lgn_rnai,72,3,9,24,89.466,133.541,0.073
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-2,26,lgn_rnai,72,3,10,27,89.027,133.76,0.163531173
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-2,26,lgn_rnai,72,3,11,30,88.808,133.76,0.073
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-2,26,lgn_rnai,72,3,12,33,88.808,133.322,0.146
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-2,26,lgn_rnai,72,3,13,36,89.466,132.883,0.263667509
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-2,26,lgn_rnai,72,3,14,39,88.37,132.883,0.365333333
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-2,26,lgn_rnai,72,3,15,42,88.37,133.322,0.146333333
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-2,26,lgn_rnai,72,3,16,45,85.957,133.103,0.807639221
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-2,26,lgn_rnai,72,3,17,48,86.835,133.541,0.327062345
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-2,26,lgn_rnai,72,3,18,51,86.835,133.541,0
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-2,26,lgn_rnai,72,3,19,54,86.835,133.541,0
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-2,26,lgn_rnai,72,3,20,57,86.835,133.541,0
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-7,27,lgn_rnai,72,3,1,0,113.477,39.799,
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-7,27,lgn_rnai,72,3,2,3,114.299,39.306,0.319501869
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-7,27,lgn_rnai,72,3,3,6,114.299,39.306,0
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-7,27,lgn_rnai,72,3,4,9,114.299,39.306,0
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-7,27,lgn_rnai,72,3,5,12,114.299,39.306,0
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-7,27,lgn_rnai,72,3,6,15,114.299,39.306,0
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-7,27,lgn_rnai,72,3,7,18,114.957,38.812,0.274266699
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-7,27,lgn_rnai,72,3,8,21,115.122,38.648,0.077546402
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-7,27,lgn_rnai,72,3,9,24,115.122,38.648,0
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-7,27,lgn_rnai,72,3,10,27,115.122,38.648,0
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-7,27,lgn_rnai,72,3,11,30,116.108,38.319,0.346480238
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-7,27,lgn_rnai,72,3,12,33,117.095,37.826,0.367758677
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-7,27,lgn_rnai,72,3,13,36,117.424,37.661,0.122685687
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-7,27,lgn_rnai,72,3,14,39,117.424,37.661,0
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-7,27,lgn_rnai,72,3,15,42,117.424,37.661,0
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-7,27,lgn_rnai,72,3,16,45,117.424,37.661,0
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-7,27,lgn_rnai,72,3,17,48,119.069,38.484,0.613129858
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-7,27,lgn_rnai,72,3,18,51,119.069,38.484,0
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-7,27,lgn_rnai,72,3,19,54,119.069,38.484,0
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-7,27,lgn_rnai,72,3,20,57,119.069,38.484,0
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-13,28,lgn_rnai,72,3,140,0,70.718,115.944,
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-13,28,lgn_rnai,72,3,141,3,71.375,116.931,0.395223987
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-13,28,lgn_rnai,72,3,142,6,68.744,119.233,1.165302297
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-13,28,lgn_rnai,72,3,143,9,67.757,117.589,0.63917525
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-13,28,lgn_rnai,72,3,144,12,68.086,117.753,0.122536616
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-13,28,lgn_rnai,72,3,145,15,67.922,117.589,0.077310341
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-13,28,lgn_rnai,72,3,146,18,66.771,116.437,0.542822357
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-13,28,lgn_rnai,72,3,147,21,66.771,115.615,0.274
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-13,28,lgn_rnai,72,3,148,24,65.948,114.793,0.38773029
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-13,28,lgn_rnai,72,3,149,27,66.277,114.135,0.245222122
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-13,28,lgn_rnai,72,3,150,30,67.922,113.97,0.551084789
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-13,28,lgn_rnai,72,3,151,33,68.415,114.464,0.23263825
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-13,28,lgn_rnai,72,3,152,36,67.922,113.477,0.367758677
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-13,28,lgn_rnai,72,3,153,39,67.593,112.819,0.245222122
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-13,28,lgn_rnai,72,3,154,42,68.58,112.161,0.39540879
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-13,28,lgn_rnai,72,3,155,45,69.073,112.326,0.173292944
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-13,28,lgn_rnai,72,3,156,48,69.073,112.326,0
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-13,28,lgn_rnai,72,3,157,51,69.073,111.339,0.329
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-13,28,lgn_rnai,72,3,158,54,69.073,111.175,0.054666667
2015.01.15.hela_gfp-tub_rfp-h2b_rap1_stlc_rnai-ctrl-dyn-lgn-numa_gfp2-40x,lgn-3day-13,28,lgn_rnai,72,3,159,57,68.909,110.681,0.173503762
